claim_id,bangla_claim,gold_evidence_ids,translation_hit@10,bge_hit@10,translation_top10,bge_top10
C1587,"নবীজি সাল্লাল্লাহু আলাইহি ওয়াসাল্লাম বলেছেন, তোমাদের মধ্যে কেউ যেন তার ভাইয়ের বিক্রির উপর বিক্রি না করে।","['bukhari_2139', 'muslim_3811', 'muslim_3458', 'bukhari_2165', 'muslim_6537']",False,True,"['bukhari_3167', 'bukhari_6944', 'muslim_1765', 'bukhari_4037', 'bukhari_7455', 'muslim_225', 'bukhari_13', 'bukhari_5981', 'bukhari_2745', 'bukhari_5684']","['bukhari_2139', 'bukhari_2160', 'bukhari_2140', 'bukhari_2723', 'bukhari_5142', 'bukhari_2150', 'bukhari_2177', 'bukhari_2165', 'bukhari_7072', 'bukhari_6076']"
C1589,"হযরত আবু হুরায়রা (রা) বলেছেন, রাসূলুল্লাহ (সা) বলেছেন, তোমরা পরস্পরের সঙ্গে বিরোধী আচরণ করো না, একে অপরের পেছনে দৌড়াও না, এবং একে অপরের ব্যবসায় হস্তক্ষেপ করো না। বরং তোমরা আল্লাহর বান্দা হিসেবে ভাই ভাই হয়ে থাকো।","['muslim_6537', 'muslim_6541', 'muslim_6536', 'muslim_6538', 'muslim_6526']",False,True,"['bukhari_6065', 'bukhari_6724', 'bukhari_5143', 'bukhari_5144', 'bukhari_6076', 'bukhari_6066', 'bukhari_5758', 'bukhari_6935', 'bukhari_6064', 'muslim_2847']","['bukhari_6076', 'bukhari_6724', 'bukhari_6064', 'bukhari_6065', 'bukhari_6066', 'muslim_6526', 'bukhari_2140', 'bukhari_2139', 'bukhari_5143', 'bukhari_5144']"
C1593,"আমি শুনেছি, রাসূলুল্লাহ (সা.) বলেছেন যে, আবু বকর, উমর এবং উসমানকে জান্নাতের সুসংবাদ দেওয়া হয়েছে। তারা যখন রাসূলুল্লাহ (সা.) এর কাছে এসেছিলেন, তখন তিনি তাদেরকে জান্নাতের খুশির খবর দিয়েছিলেন।","['muslim_6214', 'bukhari_3674', 'muslim_3692', 'muslim_6212', 'muslim_3696']",True,False,"['bukhari_7262', 'bukhari_6216', 'bukhari_3693', 'bukhari_3674', 'muslim_1763', 'bukhari_5673', 'muslim_1901', 'bukhari_129', 'bukhari_4093', 'bukhari_1299']","['muslim_2840', 'bukhari_5982', 'bukhari_3010', 'bukhari_1248', 'muslim_2926', 'bukhari_7262', 'bukhari_1381', 'muslim_2434', 'muslim_2837', 'muslim_2836']"
C1594,"আমার জানা মতে, রাসূলুল্লাহ (সা.) عمرের মেয়ে عاصيةকে 'জামিলা' নামে ডাকতেন।","['muslim_5605', 'muslim_5604', 'muslim_6290', 'muslim_6318', 'muslim_4573']",False,True,"['muslim_1489', 'muslim_2603', 'bukhari_3491', 'bukhari_1929', 'bukhari_4301', 'bukhari_3032', 'bukhari_4912', 'bukhari_2699', 'bukhari_7420', 'bukhari_1467']","['muslim_5605', 'muslim_2140', 'muslim_5565', 'bukhari_5655', 'bukhari_5936', 'bukhari_6192', 'bukhari_6655', 'bukhari_3432', 'bukhari_516', 'bukhari_1284']"
C1602,"নবী (সা.) বলেছেন, যে কেউ এমন একটি জমি উন্নত করে যা কারও নয়, সে সেই জমির অধিকারের অধিকারী। عمر (রা.) তার খিলাফতের সময় এ বিষয়ে সিদ্ধান্ত দিয়েছিলেন।","['bukhari_2335', 'muslim_4128', 'muslim_4087', 'bukhari_2402', 'muslim_583']",False,True,"['bukhari_2453', 'muslim_1721', 'bukhari_2772', 'bukhari_6957', 'bukhari_6958', 'bukhari_1390.3', 'bukhari_6779', 'bukhari_1472', 'bukhari_2632', 'bukhari_2371']","['bukhari_2335', 'bukhari_2632', 'bukhari_2341', 'bukhari_2340', 'bukhari_2329', 'bukhari_2625', 'bukhari_2206', 'bukhari_2496', 'bukhari_3196', 'bukhari_2398']"
C1613,"নবী সাল্লাল্লাহু আলাইহি ওয়াসাল্লাম বলেছেন, আয়েশা আমাকে বলেছেন যে, তিনি একটি কুরআন লিখতে চান। তিনি আমাকে নির্দেশ দিয়েছেন যে, যখন আমি একটি নির্দিষ্ট আয়াতে পৌঁছাব, তখন তাকে জানাতে। তিনি বললেন, ""নামাজগুলো রক্ষা করো, বিশেষ করে মধ্যম নামাজ এবং আসর নামাজ, এবং আল্লাহর জন্য দাঁড়াও।""","['muslim_1427', 'bukhari_4534', 'muslim_6290', 'muslim_3679', 'muslim_6313']",True,False,"['muslim_629', 'muslim_1396', 'bukhari_3894', 'bukhari_1679', 'muslim_834', 'bukhari_3571', 'bukhari_3835', 'bukhari_4534', 'bukhari_1206', 'muslim_2445']","['bukhari_373', 'muslim_4609', 'bukhari_637', 'bukhari_6670', 'bukhari_5817', 'bukhari_1117', 'bukhari_6310', 'bukhari_642', 'muslim_417', 'bukhari_994']"
C1625,"নবীজি (সাল্লাল্লাহু আলাইহি ওয়া সাল্লাম) বলেছেন, জান্নাতের অধিকারী হবে দুর্বল ও বিনম্র মানুষ, যারা আল্লাহর নামে শপথ করলে আল্লাহ তাদের কথা রাখবেন। আর জাহান্নামের অধিকারী হবে গর্বিত ও অহংকারী মানুষ।","['muslim_7189', 'muslim_7187', 'bukhari_4918', 'bukhari_6071', 'bukhari_6657']",False,True,"['bukhari_4850', 'bukhari_3254', 'bukhari_6522', 'bukhari_3246', 'bukhari_6548', 'bukhari_7384', 'bukhari_6559', 'bukhari_7450', 'bukhari_2652', 'bukhari_6530']","['muslim_2840', 'bukhari_4918', 'muslim_2956', 'muslim_187', 'bukhari_6657', 'bukhari_6559', 'bukhari_7450', 'bukhari_6071', 'bukhari_6569', 'bukhari_3256']"
C1627,"আমি শুনেছি, যে যখন কেউ ইমাম খুতবা দিচ্ছে, তখন তাকে দুই রাকাত নামাজ পড়া উচিত।","['muslim_2024', 'bukhari_1170', 'muslim_2022', 'muslim_1956', 'muslim_1965']",False,True,"['muslim_834', 'muslim_729', 'muslim_765', 'muslim_2093', 'bukhari_4535', 'muslim_767', 'bukhari_1051', 'muslim_768', 'muslim_393', 'bukhari_6671']","['bukhari_1170', 'bukhari_444', 'bukhari_5553', 'bukhari_1164', 'bukhari_626', 'bukhari_995', 'bukhari_1083', 'bukhari_1167', 'bukhari_1655', 'bukhari_1123']"
C1643,"নবী মুহাম্মদ (সা.) বলেছেন যে, তিনি আজকের দিনেই আবিসিনিয়ার রাজা নাজাশি সম্পর্কে জানিয়েছেন যে তিনি মারা গেছেন। তিনি আমাদের বলেছেন, আমাদের উচিত তার জন্য দোয়া করা।","['muslim_2205', 'bukhari_3880', 'bukhari_1327', 'bukhari_1328', 'muslim_2204']",False,True,"['bukhari_1333', 'bukhari_3136', 'muslim_1801', 'bukhari_4615', 'bukhari_7055', 'bukhari_7056', 'bukhari_3031', 'bukhari_4928', 'bukhari_6718', 'bukhari_5044']","['bukhari_1245', 'bukhari_1333', 'bukhari_1318', 'bukhari_3877', 'bukhari_3100', 'bukhari_3879', 'bukhari_1327', 'bukhari_1328', 'bukhari_4428', 'bukhari_678']"
C1646,"আবু বুরদা এবং আবদুল্লাহ বিন শাদাদ বলেছেন যে, তারা আবদুর রহমান বিন আবজি এবং আবদুল্লাহ বিন আবী আওফার কাছে গিয়েছিলেন। সেখানে তারা জানিয়েছেন যে, তারা রাসূলুল্লাহ (সা.)-এর সাথে মাগানিম লাভ করতেন এবং তখন শাম অঞ্চলের কিছু লোক তাদের কাছে এসে গম, বার্লি এবং কিশমিশের জন্য নির্দিষ্ট সময়ে ঋণ নিতেন।","['bukhari_2254', 'bukhari_2255', 'bukhari_2244', 'bukhari_2242', 'bukhari_2243']",True,False,"['bukhari_2255', 'bukhari_2254', 'bukhari_2244', 'bukhari_5729', 'bukhari_4596', 'bukhari_7192', 'bukhari_1676', 'bukhari_7195', 'bukhari_2243', 'bukhari_2242']","['bukhari_6441', 'muslim_1721', 'bukhari_2386', 'bukhari_6353', 'bukhari_3049', 'bukhari_2577', 'bukhari_2068', 'bukhari_3190', 'bukhari_3134', 'bukhari_5499']"
C1652,"আমি শুনেছি যে, একজন ব্যক্তি বলেছিলেন যে তিনি নামাজ পড়ছেন, কিন্তু আসলে তিনি নামাজের উদ্দেশ্যে পড়ছেন না; বরং তিনি আমাদেরকে দেখাতে চান যে কিভাবে তিনি রাসূলুল্লাহ (সা.)-কে নামাজ পড়তে দেখেছেন।","['bukhari_677', 'bukhari_824', 'muslim_1060', 'muslim_2091', 'muslim_3690']",True,False,"['bukhari_7550', 'bukhari_824', 'bukhari_5041', 'bukhari_5018', 'muslim_446', 'bukhari_4944', 'bukhari_2419', 'muslim_796', 'bukhari_4992', 'bukhari_599']","['muslim_1156', 'bukhari_137', 'bukhari_1170', 'bukhari_751', 'bukhari_965', 'bukhari_647', 'bukhari_702', 'bukhari_401', 'muslim_961', 'bukhari_370']"
C1654,"রাসূলুল্লাহ (সাল্লাল্লাহু আলাইহি ওয়া সাল্লাম) হজের উদ্দেশ্যে বের হয়েছিলেন এবং তাঁর সঙ্গীরা ছিলেন। এ সময় আবু কাতাদা একটি বন্য গাধাকে শিকার করেন এবং তার মাংস খান, যদিও তারা সবাই ইহরাম অবস্থায় ছিলেন। রাসূলুল্লাহ (সাল্লাল্লাহু আলাইহি ওয়া সাল্লাম) বললেন, তারা যদি কেউ তাকে নির্দেশ না দেয়, তবে তাদের জন্য মাংস খাওয়া বৈধ।","['muslim_2855', 'bukhari_1824', 'muslim_1562', 'muslim_2854', 'muslim_4998']",True,False,"['bukhari_1824', 'bukhari_1822', 'bukhari_2854', 'bukhari_5407', 'bukhari_1821', 'muslim_1227', 'bukhari_2914', 'bukhari_2570', 'bukhari_4101', 'muslim_2056']","['muslim_1197', 'bukhari_3997', 'bukhari_5547', 'bukhari_207', 'bukhari_5414', 'muslim_1971', 'bukhari_4226', 'muslim_1227', 'bukhari_5511', 'bukhari_5574']"
C1663,"আমি শুনেছি, রাসূলুল্লাহ (সা.) আমাদেরকে জাকাতুল ফিতর দেওয়ার সময় খাদ্য, গম, খেজুর, কিশমিশ বা দইয়ের একটি সা' পরিমাণ দিতে নির্দেশ দিয়েছিলেন।","['muslim_2284', 'bukhari_1506', 'muslim_2287', 'muslim_2279', 'muslim_2285']",False,True,"['bukhari_1510', 'bukhari_1503', 'bukhari_5446', 'bukhari_2490', 'bukhari_1507', 'bukhari_1508', 'bukhari_1511', 'bukhari_5182', 'bukhari_2080', 'muslim_2007']","['bukhari_1506', 'bukhari_2485', 'bukhari_1508', 'bukhari_1510', 'bukhari_1507', 'muslim_2281', 'bukhari_1505', 'bukhari_1503', 'bukhari_5495', 'bukhari_2299']"
C1668,"আমি শুনেছি যে, যখন মুঅাজ্জিন আজান দিচ্ছিল, তখন মাওয়িয়া বলেছিলেন, ""আল্লাহু আকবার"" এবং ""আমি সাক্ষ্য দিচ্ছি যে আল্লাহ ছাড়া কোনো ইলাহ নেই""। এরপর তিনি আরও বলেছিলেন, ""আমি সাক্ষ্য দিচ্ছি যে মুহাম্মদ আল্লাহর রাসূল""। তিনি বলেছেন যে, তিনি এই কথাগুলো রাসূলুল্লাহর মুখ থেকে শুনেছেন।","['bukhari_914', 'muslim_850', 'muslim_847', 'muslim_842', 'muslim_851']",True,False,"['bukhari_914', 'muslim_5968', 'muslim_2968', 'bukhari_610', 'bukhari_6267', 'bukhari_128', 'muslim_2474', 'muslim_772', 'muslim_2969', 'bukhari_7524']","['bukhari_2157', 'bukhari_612', 'bukhari_4896', 'bukhari_5222', 'bukhari_5811', 'muslim_385', 'bukhari_71', 'bukhari_926', 'bukhari_7274', 'bukhari_6265']"
C1670,"নবী (সা.) বলেছেন, যে নারী আল্লাহ ও পরকালের উপর বিশ্বাসী, সে তিন দিনের বেশি মৃতের জন্য শোক পালন করতে পারবে না, কেবল তার স্বামী মারা গেলে সে চার মাস দশ দিন শোক পালন করবে।","['muslim_3734', 'muslim_3729', 'muslim_3728', 'bukhari_1281', 'bukhari_1282']",True,False,"['bukhari_5339', 'bukhari_1281', 'bukhari_1282', 'bukhari_1280', 'bukhari_5345', 'bukhari_5335', 'muslim_1489', 'bukhari_5334', 'bukhari_4531', 'muslim_3727']","['bukhari_5339', 'muslim_1491', 'bukhari_5342', 'bukhari_5340', 'bukhari_1086', 'muslim_1489', 'bukhari_5335', 'bukhari_1087', 'bukhari_5341', 'bukhari_1279']"
C1672,"রাসূলুল্লাহ (সাল্লাল্লাহু আলাইহি ওয়া সাল্লাম) বলেছেন, ""যদি কোনো মহিলা অস্বাভাবিক রক্তপাতের সম্মুখীন হয়, তবে এটি মাসিক রক্তপাত নয়। মাসিক শুরু হলে নামাজ বন্ধ করতে হবে এবং শেষ হলে রক্ত পরিষ্কার করে নামাজ পড়তে হবে।""","['muslim_753', 'bukhari_306', 'bukhari_228', 'bukhari_320', 'bukhari_331']",False,True,"['muslim_1489', 'muslim_1484', 'bukhari_7315', 'muslim_302', 'bukhari_324', 'bukhari_980', 'bukhari_6970', 'muslim_1026', 'bukhari_314', 'bukhari_5500']","['bukhari_306', 'bukhari_320', 'bukhari_331', 'bukhari_325', 'bukhari_307', 'bukhari_228', 'bukhari_227', 'bukhari_327', 'bukhari_1951', 'muslim_299']"
C1677,"নবী সাল্লাল্লাহু আলাইহি ওয়াসাল্লাম বলেছেন যে, তিনি মসজিদের কিবলার দিকে থুতু দেখতে পেয়েছিলেন। তবে, ধুহাকের বক্তব্য অনুযায়ী, এতে কিবলার দিকে থুতুর বিষয়টি উল্লেখ করা হয়েছে।","['muslim_1224', 'muslim_1225', 'bukhari_407', 'muslim_1228', 'bukhari_753']",False,True,"['bukhari_4824', 'bukhari_4693', 'bukhari_5696', 'bukhari_4820', 'bukhari_929', 'bukhari_4825', 'bukhari_1007', 'bukhari_4821', 'bukhari_4767', 'bukhari_405']","['bukhari_405', 'bukhari_407', 'bukhari_414', 'bukhari_836', 'bukhari_417', 'bukhari_3597', 'bukhari_7128', 'bukhari_753', 'bukhari_1213', 'bukhari_669']"
C1680,"রাসূলুল্লাহ (সা.) বলেছেন, ""হে কুরাইশ, তোমরা আল্লাহর কাছে নিজেদের রক্ষা করো, আমি তোমাদের জন্য আল্লাহর কাছে কিছুই করতে পারবো না।"" তিনি তাঁর পরিবারের সদস্যদেরও একই কথা বলেছেন, যে আমি তোমাদের জন্য আল্লাহর কাছে কিছুই করতে পারবো না।","['muslim_504', 'bukhari_2753', 'bukhari_4771', 'muslim_503', 'muslim_501']",True,False,"['bukhari_2753', 'muslim_187', 'bukhari_4771', 'bukhari_6563', 'bukhari_5087', 'muslim_2039', 'muslim_1894', 'bukhari_5126', 'bukhari_2518', 'bukhari_3527']","['bukhari_6625', 'bukhari_6339', 'bukhari_3512', 'bukhari_6616', 'bukhari_6463', 'bukhari_6648', 'bukhari_3504', 'bukhari_7052', 'bukhari_3381', 'bukhari_7468']"
C1686,"নবী সাল্লাল্লাহু আলাইহি ওয়া সাল্লাম বলেছেন, নামাজের সময় যদি কিছু করতে হয়, তাহলে একবার মাটির খোড়া সমান করতে হবে।","['muslim_1219', 'bukhari_1207', 'muslim_1220', 'bukhari_5671', 'muslim_6814']",False,True,"['bukhari_1166', 'bukhari_6253', 'bukhari_831', 'bukhari_6230', 'bukhari_1358', 'bukhari_6323', 'bukhari_944', 'bukhari_6306', 'bukhari_1154', 'bukhari_1120']","['bukhari_1207', 'bukhari_360', 'bukhari_354', 'muslim_1611', 'bukhari_491', 'muslim_417', 'bukhari_723', 'bukhari_2473', 'bukhari_556', 'bukhari_1117']"
C1689,"নবী মুহাম্মদ (সা.) বলেছেন যে, ফজরের নামাজের পর সূর্য ওঠা পর্যন্ত এবং আসরের নামাজের পর সূর্য ডোবার আগে নামাজ পড়া নিষেধ। এছাড়াও, তিনি এক কাপড়ে বসে থাকার এবং কিছু বিশেষ ধরনের ব্যবসা করার ব্যাপারেও নিষেধ করেছেন।","['bukhari_584', 'muslim_1921', 'bukhari_588', 'bukhari_6284', 'muslim_1374']",False,True,"['bukhari_5819', 'bukhari_581', 'bukhari_3272', 'bukhari_3273', 'muslim_827', 'bukhari_586', 'bukhari_547', 'bukhari_541', 'bukhari_771', 'bukhari_2793']","['muslim_825', 'bukhari_1629', 'bukhari_588', 'bukhari_5819', 'bukhari_1992', 'bukhari_1991', 'bukhari_584', 'bukhari_581', 'bukhari_3272', 'bukhari_3273']"
C1705,"আমি শুনেছি, যখন একজন ব্যক্তি অসুস্থ ছিলেন, তখন রাসূলুল্লাহ (সা.) এবং আবু বকর (রা.) তার খোঁজে আসেন। তারা তাকে দেখে পানির সাহায্যে তাওয়াজ্জুহ করেন।","['muslim_4145', 'bukhari_5651', 'bukhari_6723', 'bukhari_7309', 'muslim_4147']",False,True,"['muslim_681', 'muslim_2293', 'muslim_2474', 'muslim_1462', 'muslim_2544', 'muslim_832', 'muslim_1779', 'muslim_2765', 'muslim_2166', 'muslim_2893']","['bukhari_5016', 'bukhari_169', 'bukhari_7309', 'bukhari_3573', 'bukhari_187', 'bukhari_7022', 'bukhari_7129', 'bukhari_388', 'muslim_1156', 'bukhari_2588']"
C1708,"আমি শুনেছি যে, নবী মুহাম্মদ (সা.) বলেছেন, একজন মুসলিম নারীকে তার স্বামীর মৃত্যুর পর তিন দিনের বেশি শোক পালন করা উচিত নয়, তবে স্বামী মারা গেলে চার মাস এবং দশ দিন শোক পালন করা যাবে।","['muslim_3728', 'muslim_3725', 'muslim_3726', 'muslim_3727', 'bukhari_1281']",True,False,"['bukhari_5339', 'bukhari_1282', 'bukhari_1281', 'bukhari_5335', 'muslim_1489', 'bukhari_1280', 'bukhari_5345', 'bukhari_5334', 'bukhari_5341', 'muslim_3725']","['bukhari_5339', 'bukhari_5340', 'muslim_1491', 'muslim_1489', 'bukhari_5342', 'bukhari_5341', 'bukhari_1279', 'bukhari_1086', 'bukhari_1087', 'bukhari_1907']"
C1711,"আম্মা আতিয়া বলেছেন, আমরা মৃতের জানাজার পিছনে যাওয়া থেকে বিরত থাকার জন্য বলা হয়েছিল, কিন্তু আমাদের উপর এটি বাধ্যতামূলক করা হয়নি।","['muslim_2167', 'bukhari_1278', 'muslim_2166', 'bukhari_313', 'bukhari_5341']",False,True,"['muslim_2867', 'bukhari_3617', 'muslim_1128', 'muslim_2781', 'bukhari_167', 'bukhari_1803', 'bukhari_324', 'bukhari_1321', 'bukhari_980', 'bukhari_114']","['bukhari_1278', 'bukhari_1391', 'bukhari_4892', 'bukhari_7327', 'bukhari_7328', 'bukhari_6868', 'bukhari_1310', 'bukhari_6516', 'bukhari_5192', 'bukhari_326']"
C1712,"আমি শুনেছি যে, নবী মুহাম্মদ (সা.) বলেছেন, ""মুহাম্মদ এবং তাঁর পরিবারে সালাত পাঠাও যেমন তুমি ইব্রাহিমের উপর সালাত পাঠাও।""","['muslim_911', 'muslim_907', 'muslim_908', 'bukhari_4798', 'bukhari_4797']",False,True,"['bukhari_3370', 'bukhari_901', 'bukhari_3369', 'bukhari_670', 'bukhari_507', 'bukhari_1117', 'bukhari_3418', 'bukhari_1977', 'muslim_832', 'bukhari_512']","['bukhari_6358', 'bukhari_6360', 'bukhari_4797', 'bukhari_3514', 'bukhari_6253', 'bukhari_6332', 'bukhari_3369', 'bukhari_4560', 'bukhari_688', 'bukhari_3421']"
C1725,"রাসুলুল্লাহ (সা.) আমাকে, আবু মার্থদ গনওয়ী এবং জুবায়ের বিন আওয়ামকে পাঠিয়েছিলেন। তিনি বলেছিলেন, ""তোমরা রওদাতুল খাখে যাও, সেখানে এক মুশরিক মহিলা আছে যার কাছে হাতিবের একটি চিঠি রয়েছে।""","['muslim_6402', 'muslim_6401', 'bukhari_3983', 'bukhari_6259', 'bukhari_3007']",True,False,"['bukhari_3659', 'bukhari_7220', 'muslim_6179', 'muslim_6180', 'bukhari_1664', 'bukhari_6259', 'bukhari_6939', 'bukhari_3983', 'bukhari_3139', 'bukhari_3081']","['muslim_2397', 'muslim_1076', 'bukhari_5260', 'bukhari_6504', 'muslim_2490', 'bukhari_4244', 'bukhari_4245', 'bukhari_2302', 'bukhari_2303', 'bukhari_2939']"
C1733,"আমি শুনেছি যে, নবী সাল্লাল্লাহু আলাইহি ওয়াসাল্লাম বলেছেন, যদি কেউ তার জমি দান করতে চায়, তবে সে তার মূল জমিটি বিক্রি বা হস্তান্তর না করে গরিবদের জন্য দান করতে পারে। তিনি আরও বলেছেন যে, যারা এই জমির তত্ত্বাবধান করবে, তারা এর থেকে সাধারণভাবে খেতে বা বন্ধুদের খাওয়াতে পারে।","['muslim_4224', 'bukhari_2772', 'bukhari_2737', 'bukhari_2764', 'bukhari_2773']",True,False,"['bukhari_2772', 'bukhari_2737', 'bukhari_5488', 'muslim_1721', 'bukhari_2632', 'bukhari_2341', 'bukhari_2340', 'bukhari_2764', 'bukhari_5478', 'bukhari_2722']","['bukhari_2632', 'muslim_1544', 'bukhari_2341', 'bukhari_2340', 'bukhari_2133', 'bukhari_2342', 'bukhari_2398', 'bukhari_2330', 'bukhari_3600', 'muslim_1721']"
C1737,"আমি শুনেছি, নবী (সা.) যখন শহরে প্রবেশ করছিলেন, তখন তাঁর কাছে আবু বকর (রা.) এসে বললেন যে, আমি তাঁর জন্য অপেক্ষা করছি। নবী (সা.) তখন তাঁর মাথা আমার কোলে রেখে ঘুমিয়ে পড়লেন। এরপর সকালে যখন পানি খুঁজে পাওয়া গেল না, তখন নবী (সা.) আয়াত পড়লেন। আবু বকর (রা.) বললেন, ""তোমরা আল্লাহর কাছে বরকত।""","['bukhari_4608', 'bukhari_6845', 'muslim_817', 'muslim_816', 'muslim_3691']",True,False,"['bukhari_4453', 'bukhari_4454', 'bukhari_4452', 'bukhari_687', 'bukhari_4608', 'muslim_1779', 'muslim_832', 'muslim_1763', 'bukhari_3668', 'bukhari_3667']","['bukhari_2885', 'muslim_2474', 'bukhari_7022', 'muslim_2715', 'bukhari_213', 'bukhari_3664', 'bukhari_212', 'bukhari_5038', 'bukhari_3691', 'bukhari_6844']"
C1747,"আমার এক বন্ধু বলল, উমর রাদিয়াল্লাহু আনহু নবী সাল্লাল্লাহু আলাইহি ওয়াসাল্লামের কাছে বলেছিলেন যে, রাতে তার ওপর জ্ঞান হারানোর অবস্থা ঘটে। নবীজি তাকে বললেন, ""তুমি ওজু করো এবং তোমার অঙ্গ পরিষ্কার করো, তারপর শুয়ে পড়ো।""","['muslim_704', 'bukhari_290', 'muslim_7356', 'muslim_6214', 'muslim_5312']",False,True,"['muslim_2722', 'muslim_2867', 'bukhari_5254', 'muslim_589', 'bukhari_7297', 'bukhari_6376', 'bukhari_4943', 'bukhari_361', 'bukhari_6374', 'muslim_832']","['bukhari_290', 'muslim_787', 'bukhari_212', 'bukhari_162', 'muslim_304', 'bukhari_6296', 'bukhari_3295', 'muslim_786', 'muslim_238', 'bukhari_5624']"
C1749,"রাসূলুল্লাহ (সা.) একবার একজন সাহাবীর বাড়িতে গিয়ে দুই রাকাত নামাজ পড়েছিলেন। সাহাবীটি বলেছিলেন যে, তার চোখের দৃষ্টিশক্তি কমে গেছে এবং তিনি মসজিদে যেতে পারছেন না, তাই রাসূল (সা.) তার বাড়িতে নামাজ পড়ার জন্য এসেছিলেন।","['muslim_1496', 'bukhari_839', 'bukhari_840', 'muslim_1498', 'bukhari_425']",True,False,"['bukhari_937', 'bukhari_840', 'bukhari_839', 'bukhari_5401', 'bukhari_473', 'bukhari_1171', 'bukhari_590', 'bukhari_931', 'bukhari_697', 'bukhari_4572']","['bukhari_697', 'muslim_712', 'muslim_653', 'bukhari_424', 'muslim_765', 'bukhari_1153', 'bukhari_715', 'bukhari_590', 'bukhari_667', 'bukhari_473']"
C1752,নবী মুহাম্মদ (সা.)-এর আংটি ছিল রূপার এবং তার পাথরও রূপার ছিল।,"['muslim_5481', 'bukhari_5870', 'muslim_5487', 'muslim_5486', 'muslim_5480']",False,True,"['bukhari_5865', 'bukhari_5866', 'bukhari_5758', 'bukhari_1620', 'bukhari_270', 'bukhari_370', 'bukhari_6444', 'bukhari_3032', 'muslim_1924', 'bukhari_3377']","['bukhari_5870', 'bukhari_5866', 'bukhari_5865', 'bukhari_5877', 'bukhari_5873', 'bukhari_1264', 'muslim_2081', 'bukhari_1273', 'bukhari_354', 'bukhari_836']"
C1763,"নবী মুহাম্মদ (সা.) বলেছেন যে, মুসলিমদের উচিত তাদের স্ত্রীদের কুফারদের কাছে ফিরিয়ে দেওয়া, যদি তারা তাদের স্বামীদের জন্য খরচ করা টাকা ফেরত না দেয়। উমর (রা.) দুইজন স্ত্রীকে তালাক দেন এবং পরে তারা অন্যদের সাথে বিয়ে করেন।","['bukhari_2733', 'bukhari_4182', 'muslim_4440', 'muslim_4612', 'muslim_4588']",True,False,"['bukhari_2733', 'bukhari_2711', 'bukhari_2712', 'bukhari_2608', 'bukhari_2607', 'bukhari_4916', 'bukhari_4319', 'bukhari_4318', 'muslim_1887', 'bukhari_4794']","['bukhari_2660', 'bukhari_5264', 'bukhari_5119', 'bukhari_6834', 'bukhari_4916', 'bukhari_7469', 'bukhari_5333', 'bukhari_3772', 'bukhari_5251', 'bukhari_5886']"
C1777,"হযরত হুযায়ফা (রা) বলেছেন, নবী (সা) বলেছেন, আমার কাছে যদি তিনটি স্বর্ণের চেয়ে একটি দীনার থাকত, তবে আমি সেই দীনারটি ঋণের জন্য সংরক্ষণ করতাম।","['muslim_2302', 'bukhari_2389', 'bukhari_6445', 'muslim_2304', 'bukhari_7228']",False,True,"['bukhari_7163', 'bukhari_7164', 'bukhari_6846', 'bukhari_1978', 'bukhari_6977', 'bukhari_5052', 'bukhari_6981', 'muslim_796', 'bukhari_3129', 'bukhari_5970']","['bukhari_7228', 'bukhari_2389', 'bukhari_6445', 'bukhari_6436', 'bukhari_1498', 'bukhari_6797', 'bukhari_2181', 'bukhari_2180', 'bukhari_6798', 'bukhari_6435']"
C1785,"আমি শুনেছি যে, যখন তিনি ফিতনার সময় মক্কায় উমরাহ করতে গিয়েছিলেন, তখন তিনি বলেছিলেন যে, যদি তিনি কাবা থেকে বিরত থাকেন, তবে তিনি রাসূলুল্লাহ (সা.) এর মতো উমরাহ করবেন। কারণ রাসূলুল্লাহ (সা.) হুদাইবিয়ার সময় উমরাহ করেছিলেন।","['bukhari_1806', 'bukhari_4183', 'muslim_2989', 'bukhari_1813', 'muslim_2939']",False,True,"['bukhari_1635', 'muslim_229', 'bukhari_5289', 'muslim_681', 'bukhari_1564', 'bukhari_347', 'bukhari_4152', 'bukhari_2045', 'muslim_832', 'muslim_1254']","['bukhari_1589', 'bukhari_1806', 'bukhari_4397', 'muslim_1383', 'bukhari_1565', 'bukhari_1570', 'bukhari_4285', 'bukhari_5455', 'bukhari_2981', 'bukhari_2003']"
C1789,"আমি শুনেছি নবী সাল্লাল্লাহু আলাইহি ওয়া সাল্লাম বলেছেন, জ্বর জাহান্নামের উত্তাপ থেকে, তাই এটিকে পানি দিয়ে ঠান্ডা করতে হবে। তিনি ইবন লামার-এর কাছে গিয়ে বললেন, ""হে মানুষের রব, মানুষের ইলাহ, আমাদের দুঃখ দূর করুন।""","['muslim_5755', 'muslim_5751', 'muslim_5752', 'bukhari_5725', 'bukhari_3264']",False,True,"['bukhari_7516', 'muslim_1795', 'muslim_187', 'bukhari_5723', 'muslim_163', 'muslim_202', 'muslim_1763', 'muslim_1903', 'muslim_681', 'muslim_2712']","['bukhari_5726', 'bukhari_3263', 'bukhari_3264', 'bukhari_3262', 'bukhari_5723', 'bukhari_5725', 'bukhari_3261', 'bukhari_3259', 'bukhari_534', 'bukhari_533']"
