claim_id,bangla_claim,gold_evidence_ids,top1_evidence_id,top10_evidence_ids
C1613,"নবী সাল্লাল্লাহু আলাইহি ওয়াসাল্লাম বলেছেন, আয়েশা আমাকে বলেছেন যে, তিনি একটি কুরআন লিখতে চান। তিনি আমাকে নির্দেশ দিয়েছেন যে, যখন আমি একটি নির্দিষ্ট আয়াতে পৌঁছাব, তখন তাকে জানাতে। তিনি বললেন, ""নামাজগুলো রক্ষা করো, বিশেষ করে মধ্যম নামাজ এবং আসর নামাজ, এবং আল্লাহর জন্য দাঁড়াও।""","['muslim_1427', 'bukhari_4534', 'muslim_6290', 'muslim_3679', 'muslim_6313']",bukhari_6996,"['bukhari_6996', 'muslim_3811', 'muslim_483', 'muslim_514', 'bukhari_430', 'muslim_434', 'muslim_3834', 'bukhari_1069', 'bukhari_109', 'bukhari_2432']"
C1614,"আমি শুনেছি, রাসূলুল্লাহ (সা.) বলেছেন যে, যখন কেউ অজু করে, তখন তাকে পানি ছিটাতে হবে এবং যখন সে পায়খানা থেকে বের হয়, তখন তাকে তিনবার পরিষ্কার করতে হবে।","['muslim_7007', 'muslim_6807', 'muslim_6370', 'muslim_5651', 'muslim_1750']",muslim_495,"['muslim_495', 'bukhari_5257', 'muslim_3265', 'muslim_483', 'bukhari_284', 'muslim_3834', 'bukhari_4545', 'muslim_1279', 'muslim_434', 'muslim_3539']"
C1624,"নবী সাল্লাল্লাহু আলাইহি ওয়াসাল্লাম বলেছেন যে, আরবান বিক্রি করা নিষেধ। অর্থাৎ, যদি কেউ একটি পশু একশ' দিনার দামে কিনতে চায় এবং দুই দিনার অগ্রিম দেয়, তাহলে যদি সে পশু না কেনে, তাহলে সেই দুই দিনার বিক্রেতার হবে।","['muslim_3883', 'muslim_3788', 'muslim_3878', 'muslim_6514', 'muslim_3910']",muslim_4845,"['muslim_4845', 'muslim_5222', 'muslim_5694', 'muslim_1477', 'bukhari_5257', 'muslim_2709', 'muslim_4203', 'muslim_6429', 'muslim_3509', 'muslim_3853']"
C1625,"নবীজি (সাল্লাল্লাহু আলাইহি ওয়া সাল্লাম) বলেছেন, জান্নাতের অধিকারী হবে দুর্বল ও বিনম্র মানুষ, যারা আল্লাহর নামে শপথ করলে আল্লাহ তাদের কথা রাখবেন। আর জাহান্নামের অধিকারী হবে গর্বিত ও অহংকারী মানুষ।","['muslim_7189', 'muslim_7187', 'bukhari_4918', 'bukhari_6071', 'bukhari_6657']",muslim_789,"['muslim_789', 'muslim_3981', 'muslim_3208', 'muslim_913', 'muslim_4940', 'muslim_4036', 'muslim_6451', 'muslim_4177', 'muslim_6435', 'muslim_4850']"
C1627,"আমি শুনেছি, যে যখন কেউ ইমাম খুতবা দিচ্ছে, তখন তাকে দুই রাকাত নামাজ পড়া উচিত।","['muslim_2024', 'bukhari_1170', 'muslim_2022', 'muslim_1956', 'muslim_1965']",muslim_3612,"['muslim_3612', 'muslim_5428', 'muslim_1336', 'muslim_3539', 'muslim_495', 'muslim_6970', 'muslim_6162', 'muslim_3576', 'bukhari_1162', 'bukhari_6505']"
C1628,"একজন বেদুইন নবী মুহাম্মদ (সা.)-এর কাছে একটি ভাজা খরগোশ নিয়ে এসেছিল। নবী (সা.) তা খাওয়ার জন্য বললেও বেদুইনটি বলেছিল যে সে মাসের তিন দিন রোজা রেখেছে, তখন নবী (সা.) তাকে বলেছিলেন, যদি তুমি রোজা রাখো, তাহলে গরবের দিনগুলোতে রোজা রেখো।","['muslim_6405', 'muslim_6025', 'muslim_3743', 'muslim_7356', 'muslim_3055']",muslim_495,"['muslim_495', 'bukhari_6505', 'bukhari_5984', 'bukhari_6791', 'bukhari_5257', 'muslim_281', 'muslim_3265', 'muslim_5979', 'muslim_6970', 'bukhari_6056']"
C1629,"রাসূলুল্লাহ (সা.) বলেছেন, প্রতিটি আরবি ঘোড়া সকালে দুইবার ডাক দেয়। তিনি আল্লাহর কাছে প্রার্থনা করেন, ""হে আল্লাহ, তুমি যাদেরকে আমার জন্য নির্বাচিত করেছ, তাদের প্রতি আমাকে প্রিয় করো।""","['muslim_6129', 'muslim_5353', 'muslim_5703', 'muslim_6826', 'bukhari_6442']",bukhari_6791,"['bukhari_6791', 'bukhari_6145', 'muslim_6970', 'bukhari_6505', 'muslim_471', 'muslim_281', 'muslim_6162', 'muslim_6429', 'muslim_6136', 'muslim_618']"
C1639,"নবী সাল্লাল্লাহু আলাইহি ওয়া সাল্লাম বলেছেন, আমাদের মধ্যে কেউ যেন কষ্টের কারণে মৃত্যুর কামনা না করে। যদি মৃত্যুর কামনা করতে হয়, তবে বলুক, 'হে আল্লাহ, আমাকে জীবিত রাখো যতক্ষণ জীবন আমার জন্য ভালো, আর আমাকে মৃত্যুর দিকে নিয়ে যাও যদি মৃত্যু আমার জন্য ভালো হয়।'","['muslim_6814', 'bukhari_5671', 'bukhari_6351', 'muslim_6819', 'muslim_2127']",muslim_3811,"['muslim_3811', 'bukhari_3322', 'muslim_6746', 'muslim_3834', 'muslim_514', 'muslim_434', 'muslim_483', 'bukhari_4545', 'muslim_495', 'muslim_3265']"
C1641,"নবী মুহাম্মদ (সা.) বলেছেন, যখন কেউ নামাজে দাঁড়িয়ে থাকে, তখন তার সামনে যদি একটি জিনিস থাকে যা উটের পেছনের অংশের মতো, তাহলে তা তার নামাজকে রক্ষা করে। কিন্তু যদি এমন কিছু না থাকে, তাহলে নারী, ঘোড়া এবং কালো কুকুর নামাজ ভঙ্গ করে। নবী (সা.) বলেন, কালো কুকুর হলো শয়তান।","['muslim_1137', 'muslim_1111', 'muslim_1112', 'muslim_1129', 'muslim_949']",bukhari_297,"['bukhari_297', 'bukhari_1069', 'muslim_1985', 'muslim_6746', 'bukhari_1923', 'bukhari_3122', 'muslim_3822', 'bukhari_6996', 'bukhari_430', 'muslim_483']"
C1643,"নবী মুহাম্মদ (সা.) বলেছেন যে, তিনি আজকের দিনেই আবিসিনিয়ার রাজা নাজাশি সম্পর্কে জানিয়েছেন যে তিনি মারা গেছেন। তিনি আমাদের বলেছেন, আমাদের উচিত তার জন্য দোয়া করা।","['muslim_2205', 'bukhari_3880', 'bukhari_1327', 'bukhari_1328', 'muslim_2204']",bukhari_2944,"['bukhari_2944', 'bukhari_3994', 'muslim_1832', 'muslim_5159', 'muslim_3208', 'muslim_6292', 'muslim_3639', 'muslim_913', 'muslim_6342', 'muslim_789']"
C1644,"নবী সাল্লাল্লাহু আলাইহি ওয়া সাল্লাম বলেছেন যে, যে ব্যক্তি মিথ্যা কথা বলবে, তাকে জাহান্নামের আগুনে নিক্ষেপ করা হবে।","['muslim_1495', 'muslim_1493', 'muslim_5385', 'muslim_1494', 'muslim_2638']",muslim_495,"['muslim_495', 'muslim_3265', 'bukhari_5257', 'muslim_3811', 'muslim_3862', 'muslim_4406', 'muslim_4070', 'muslim_4152', 'muslim_5694', 'muslim_1477']"
C1646,"আবু বুরদা এবং আবদুল্লাহ বিন শাদাদ বলেছেন যে, তারা আবদুর রহমান বিন আবজি এবং আবদুল্লাহ বিন আবী আওফার কাছে গিয়েছিলেন। সেখানে তারা জানিয়েছেন যে, তারা রাসূলুল্লাহ (সা.)-এর সাথে মাগানিম লাভ করতেন এবং তখন শাম অঞ্চলের কিছু লোক তাদের কাছে এসে গম, বার্লি এবং কিশমিশের জন্য নির্দিষ্ট সময়ে ঋণ নিতেন।","['bukhari_2254', 'bukhari_2255', 'bukhari_2244', 'bukhari_2242', 'bukhari_2243']",bukhari_4029,"['bukhari_4029', 'muslim_3834', 'muslim_483', 'bukhari_3999', 'bukhari_4923', 'bukhari_5257', 'muslim_1985', 'muslim_434', 'bukhari_5764', 'bukhari_517']"
C1648,"আয়েশা বললেন, তিনি বারিরা নামের একটি নারীকে কিনেছিলেন এবং তার পরিবার শর্ত দিয়েছিল যে, তিনি তাদের অধীনে থাকবেন। তখন তিনি নবীকে জানালে নবী বললেন, ""তাকে মুক্ত করো, কারণ মুক্তির অধিকার তার, যে টাকা দিয়েছে।"" এরপর আয়েশা তাকে মুক্ত করে দেন এবং নবী তাকে তার স্বামীর থেকে স্বাধীনভাবে বেছে নিতে বলেন, তিনি নিজেকে বেছে নেন, কারণ তার স্বামী মুক্ত ছিলেন।","['bukhari_2536', 'bukhari_6758', 'muslim_3781', 'muslim_3783', 'muslim_3782']",muslim_6970,"['muslim_6970', 'bukhari_1073', 'bukhari_6145', 'muslim_4910', 'muslim_6635', 'muslim_7168', 'muslim_3357', 'muslim_471', 'muslim_5118', 'muslim_3440']"
C1650,"রাসূলুল্লাহ (সা.) প্রতি শুক্রবার এই বক্তব্য দিতেন। তিনি বলেছিলেন যে, তাঁর এবং আমাদের তন্দুর এক।","['muslim_2014', 'muslim_2015', 'muslim_4182', 'muslim_1694', 'muslim_4603']",muslim_5159,"['muslim_5159', 'muslim_5921', 'muslim_5917', 'muslim_3776', 'muslim_1094', 'muslim_6431', 'muslim_7187', 'muslim_3208', 'muslim_5730', 'muslim_2559']"
C1652,"আমি শুনেছি যে, একজন ব্যক্তি বলেছিলেন যে তিনি নামাজ পড়ছেন, কিন্তু আসলে তিনি নামাজের উদ্দেশ্যে পড়ছেন না; বরং তিনি আমাদেরকে দেখাতে চান যে কিভাবে তিনি রাসূলুল্লাহ (সা.)-কে নামাজ পড়তে দেখেছেন।","['bukhari_677', 'bukhari_824', 'muslim_1060', 'muslim_2091', 'muslim_3690']",bukhari_4545,"['bukhari_4545', 'bukhari_3322', 'bukhari_2950', 'bukhari_7040', 'bukhari_4311', 'muslim_6746', 'muslim_2086', 'bukhari_5501', 'muslim_1985', 'bukhari_1534']"
C1654,"রাসূলুল্লাহ (সাল্লাল্লাহু আলাইহি ওয়া সাল্লাম) হজের উদ্দেশ্যে বের হয়েছিলেন এবং তাঁর সঙ্গীরা ছিলেন। এ সময় আবু কাতাদা একটি বন্য গাধাকে শিকার করেন এবং তার মাংস খান, যদিও তারা সবাই ইহরাম অবস্থায় ছিলেন। রাসূলুল্লাহ (সাল্লাল্লাহু আলাইহি ওয়া সাল্লাম) বললেন, তারা যদি কেউ তাকে নির্দেশ না দেয়, তবে তাদের জন্য মাংস খাওয়া বৈধ।","['muslim_2855', 'bukhari_1824', 'muslim_1562', 'muslim_2854', 'muslim_4998']",bukhari_5406,"['bukhari_5406', 'bukhari_1162', 'bukhari_3307', 'bukhari_6505', 'bukhari_6056', 'muslim_370', 'bukhari_6798', 'bukhari_7258', 'bukhari_7259', 'muslim_967']"
C1656,"নবী (সাল্লাল্লাহু আলাইহি ওয়া সাল্লাম) আব্দুল্লাহ বিন হুদাফা বিন কিস বিন আদীকে একটি বিশেষ মিশনে পাঠিয়েছিলেন। এটা আমাদের জন্য একটি গুরুত্বপূর্ণ শিক্ষা যে, আল্লাহ এবং তাঁর রাসূলের আদেশ মানা উচিত।","['muslim_4746', 'bukhari_4584', 'muslim_3410', 'muslim_314', 'muslim_7219']",bukhari_3994,"['bukhari_3994', 'muslim_3731', 'muslim_1832', 'bukhari_6145', 'muslim_2762', 'muslim_1998', 'muslim_1329', 'muslim_5552', 'muslim_2568', 'muslim_6041']"
C1659,"রাসূলুল্লাহ (সা.) ফজরের নামাজ পড়তেন, এবং সেই সময়ে কিছু মুমিন নারীরা তাঁর সাথে নামাজে অংশ নিতেন, কিন্তু কেউ তাঁদের চিনতে পারতো না।","['bukhari_372', 'muslim_1458', 'muslim_1457', 'bukhari_578', 'muslim_4640']",muslim_495,"['muslim_495', 'muslim_6531', 'bukhari_6791', 'muslim_208', 'muslim_2410', 'muslim_471', 'bukhari_5424', 'bukhari_5864', 'bukhari_3088', 'bukhari_5257']"
C1663,"আমি শুনেছি, রাসূলুল্লাহ (সা.) আমাদেরকে জাকাতুল ফিতর দেওয়ার সময় খাদ্য, গম, খেজুর, কিশমিশ বা দইয়ের একটি সা' পরিমাণ দিতে নির্দেশ দিয়েছিলেন।","['muslim_2284', 'bukhari_1506', 'muslim_2287', 'muslim_2279', 'muslim_2285']",muslim_495,"['muslim_495', 'muslim_3265', 'muslim_6970', 'muslim_3834', 'muslim_5979', 'muslim_575', 'muslim_2207', 'muslim_3539', 'muslim_3754', 'muslim_5848']"
C1666,"আমি শুনেছি আবু দারদা বলেছেন যে, আল্লাহ তাঁর নবী (সাল্লাল্লাহু আলাইহি ওয়াসাল্লাম) এর মাধ্যমে আম্মারকে শয়তানের হাত থেকে রক্ষা করেছেন। এটা সত্যিই আশ্চর্যজনক!","['bukhari_3287', 'muslim_905', 'bukhari_3743', 'muslim_6691', 'muslim_906']",bukhari_3322,"['bukhari_3322', 'bukhari_4545', 'muslim_6746', 'muslim_1985', 'muslim_434', 'bukhari_3266', 'bukhari_2950', 'bukhari_6459', 'bukhari_4957', 'muslim_483']"
C1667,"আমি শুনেছি, রাসূলুল্লাহ (সা.) হজের সময় মক্কায় প্রবেশ করার পর তাঁর স্ত্রীদের জন্য গরুর মাংস কোরবানি দিয়েছিলেন। আয়েশা (রা.) বলেছিলেন যে, তিনি এই ঘটনা সম্পর্কে জানিয়েছিলেন।","['bukhari_1720', 'bukhari_2952', 'muslim_2925', 'bukhari_1709', 'muslim_2919']",muslim_495,"['muslim_495', 'muslim_3834', 'muslim_6987', 'muslim_6531', 'muslim_2207', 'muslim_450', 'muslim_6652', 'muslim_1666', 'muslim_3265', 'muslim_7188']"
C1668,"আমি শুনেছি যে, যখন মুঅাজ্জিন আজান দিচ্ছিল, তখন মাওয়িয়া বলেছিলেন, ""আল্লাহু আকবার"" এবং ""আমি সাক্ষ্য দিচ্ছি যে আল্লাহ ছাড়া কোনো ইলাহ নেই""। এরপর তিনি আরও বলেছিলেন, ""আমি সাক্ষ্য দিচ্ছি যে মুহাম্মদ আল্লাহর রাসূল""। তিনি বলেছেন যে, তিনি এই কথাগুলো রাসূলুল্লাহর মুখ থেকে শুনেছেন।","['bukhari_914', 'muslim_850', 'muslim_847', 'muslim_842', 'muslim_851']",bukhari_6996,"['bukhari_6996', 'bukhari_6056', 'bukhari_1073', 'muslim_495', 'bukhari_6997', 'muslim_3509', 'muslim_3811', 'muslim_3265', 'bukhari_5984', 'muslim_575']"
C1669,"রাসূলুল্লাহ (সা.) বলেছেন, কিছু পশু কোরবানির জন্য উপযুক্ত নয়। তিনি চারটি ধরনের পশুর কথা উল্লেখ করেছেন: যেগুলোর চোখের দৃষ্টি স্পষ্ট নয়, যেগুলো অসুস্থ, যেগুলো পঙ্গু, এবং যেগুলো ক্ষতিগ্রস্ত। তিনি বলেছেন, এসব পশু কোরবানি দেওয়া উচিত নয়।","['muslim_3691', 'muslim_6479', 'muslim_4678', 'muslim_3743', 'muslim_4834']",muslim_6342,"['muslim_6342', 'muslim_3208', 'muslim_6177', 'muslim_4850', 'muslim_789', 'muslim_3478', 'muslim_7115', 'muslim_6292', 'muslim_1281', 'muslim_5248']"
C1670,"নবী (সা.) বলেছেন, যে নারী আল্লাহ ও পরকালের উপর বিশ্বাসী, সে তিন দিনের বেশি মৃতের জন্য শোক পালন করতে পারবে না, কেবল তার স্বামী মারা গেলে সে চার মাস দশ দিন শোক পালন করবে।","['muslim_3734', 'muslim_3729', 'muslim_3728', 'bukhari_1281', 'bukhari_1282']",bukhari_6791,"['bukhari_6791', 'bukhari_5984', 'bukhari_6505', 'muslim_471', 'bukhari_158', 'bukhari_6056', 'muslim_3514', 'muslim_2410', 'muslim_575', 'muslim_7440']"
C1671,"আম্মা সুলেমা নবী সাল্লাল্লাহু আলাইহি ওয়াসাল্লামের কাছে প্রশ্ন করেছিলেন যে, যদি কোনো নারী স্বপ্নে পুরুষের মতো কিছু দেখে, তাহলে কি তাকে গোসল করতে হবে? নবীজি উত্তর দিয়েছিলেন, হ্যাঁ, যদি সে পানি দেখে।","['muslim_709', 'muslim_710', 'bukhari_130', 'muslim_712', 'muslim_711']",muslim_2822,"['muslim_2822', 'bukhari_5704', 'bukhari_3322', 'bukhari_4311', 'muslim_6746', 'muslim_3876', 'muslim_4034', 'muslim_1985', 'bukhari_7039', 'bukhari_288']"
C1672,"রাসূলুল্লাহ (সাল্লাল্লাহু আলাইহি ওয়া সাল্লাম) বলেছেন, ""যদি কোনো মহিলা অস্বাভাবিক রক্তপাতের সম্মুখীন হয়, তবে এটি মাসিক রক্তপাত নয়। মাসিক শুরু হলে নামাজ বন্ধ করতে হবে এবং শেষ হলে রক্ত পরিষ্কার করে নামাজ পড়তে হবে।""","['muslim_753', 'bukhari_306', 'bukhari_228', 'bukhari_320', 'bukhari_331']",muslim_3265,"['muslim_3265', 'muslim_3811', 'muslim_575', 'bukhari_6996', 'bukhari_6997', 'muslim_5694', 'muslim_857', 'muslim_3509', 'bukhari_106', 'bukhari_5257']"
C1673,"আমি শুনেছি, নবী মুহাম্মদ (সা.) বলেছেন যে, যদি কেউ অসুবিধায় পড়ে, তাহলে সে মাথার চুল কেটে একটি পশু জবাই করতে পারে, অথবা তিন দিন রোজা রাখতে পারে, অথবা ছয়টি মিসকিনকে তিন সা' খেজুর খাওয়াতে পারে।","['muslim_2882', 'muslim_2877', 'muslim_2881', 'muslim_2880', 'bukhari_1814']",muslim_3265,"['muslim_3265', 'bukhari_5257', 'muslim_575', 'muslim_3509', 'muslim_3811', 'muslim_3834', 'muslim_495', 'bukhari_6996', 'bukhari_284', 'muslim_857']"
C1676,"একজন ব্যক্তি রাসূলুল্লাহ (সা.)-এর কাছে রাতের নামাজ সম্পর্কে জানতে চেয়েছিলেন। রাসূল (সা.) বললেন, রাতের নামাজ দুটি রাকাত করে পড়তে হবে, এবং যদি সকালে উঠার ভয় হয়, তাহলে এক রাকাত পড়ে নিতে হবে।","['muslim_1748', 'bukhari_990', 'muslim_1751', 'muslim_1750', 'muslim_1749']",bukhari_6791,"['bukhari_6791', 'muslim_6970', 'muslim_6531', 'muslim_208', 'muslim_471', 'muslim_4203', 'muslim_495', 'muslim_2410', 'muslim_4866', 'muslim_7440']"
C1677,"নবী সাল্লাল্লাহু আলাইহি ওয়াসাল্লাম বলেছেন যে, তিনি মসজিদের কিবলার দিকে থুতু দেখতে পেয়েছিলেন। তবে, ধুহাকের বক্তব্য অনুযায়ী, এতে কিবলার দিকে থুতুর বিষয়টি উল্লেখ করা হয়েছে।","['muslim_1224', 'muslim_1225', 'bukhari_407', 'muslim_1228', 'bukhari_753']",muslim_6970,"['muslim_6970', 'muslim_3357', 'muslim_471', 'muslim_6139', 'muslim_4910', 'muslim_3440', 'muslim_4866', 'muslim_3645', 'muslim_6905', 'muslim_6635']"
C1679,"রাসূলুল্লাহ সাল্লাল্লাহু আলাইহি ওয়াসাল্লাম বলেছেন, যে গৃহকর্মী আমাদের কাছে আছে, তার খাবার ও পোশাকের ব্যবস্থা করতে হবে এবং তাকে এমন কাজ করতে বলা উচিত যা সে করতে পারে।","['muslim_4316', 'muslim_4324', 'muslim_5301', 'muslim_5262', 'bukhari_1987']",muslim_6746,"['muslim_6746', 'muslim_3876', 'muslim_1985', 'bukhari_3322', 'muslim_3822', 'muslim_5964', 'muslim_3671', 'muslim_4034', 'muslim_2822', 'muslim_1280']"
C1680,"রাসূলুল্লাহ (সা.) বলেছেন, ""হে কুরাইশ, তোমরা আল্লাহর কাছে নিজেদের রক্ষা করো, আমি তোমাদের জন্য আল্লাহর কাছে কিছুই করতে পারবো না।"" তিনি তাঁর পরিবারের সদস্যদেরও একই কথা বলেছেন, যে আমি তোমাদের জন্য আল্লাহর কাছে কিছুই করতে পারবো না।","['muslim_504', 'bukhari_2753', 'bukhari_4771', 'muslim_503', 'muslim_501']",bukhari_6145,"['bukhari_6145', 'bukhari_5984', 'muslim_5796', 'muslim_575', 'muslim_6162', 'bukhari_6791', 'bukhari_6505', 'muslim_281', 'bukhari_1073', 'muslim_848']"
C1686,"নবী সাল্লাল্লাহু আলাইহি ওয়া সাল্লাম বলেছেন, নামাজের সময় যদি কিছু করতে হয়, তাহলে একবার মাটির খোড়া সমান করতে হবে।","['muslim_1219', 'bukhari_1207', 'muslim_1220', 'bukhari_5671', 'muslim_6814']",muslim_6746,"['muslim_6746', 'muslim_495', 'bukhari_284', 'muslim_3822', 'muslim_5964', 'bukhari_3322', 'muslim_3811', 'muslim_3876', 'muslim_4406', 'muslim_3671']"
C1687,"রাসূলুল্লাহ (সা.) রমজানের প্রথম অংশে আমাদের সাথে নামাজ পড়েননি, কিন্তু মাসের শেষের দিকে তিনি আমাদের জন্য বিশেষভাবে দাঁড়িয়েছিলেন। তিনি বলেছিলেন, যে ব্যক্তি ইমামের সাথে নামাজ পড়বে, তার জন্য পুরো রাতের নামাজের সওয়াব হবে।","['muslim_411', 'muslim_1563', 'muslim_3115', 'muslim_1739', 'muslim_5362']",muslim_495,"['muslim_495', 'muslim_483', 'bukhari_284', 'bukhari_4545', 'muslim_3834', 'bukhari_5257', 'muslim_434', 'bukhari_342', 'muslim_6746', 'muslim_514']"
C1689,"নবী মুহাম্মদ (সা.) বলেছেন যে, ফজরের নামাজের পর সূর্য ওঠা পর্যন্ত এবং আসরের নামাজের পর সূর্য ডোবার আগে নামাজ পড়া নিষেধ। এছাড়াও, তিনি এক কাপড়ে বসে থাকার এবং কিছু বিশেষ ধরনের ব্যবসা করার ব্যাপারেও নিষেধ করেছেন।","['bukhari_584', 'muslim_1921', 'bukhari_588', 'bukhari_6284', 'muslim_1374']",muslim_6746,"['muslim_6746', 'muslim_1985', 'muslim_3822', 'bukhari_297', 'muslim_3876', 'bukhari_5447', 'bukhari_4866', 'bukhari_284', 'bukhari_1923', 'muslim_5964']"
C1691,"আল্লাহর রাসূল (সা.) উম্ম সাইব বা উম্ম মুসাইব-এর কাছে গিয়ে জিজ্ঞেস করলেন, ""তুমি কেন এত উদ্বিগ্ন?"" তিনি বললেন, ""জ্বরের কারণে, আল্লাহ এতে বরকত দান করুন না।"" রাসূল (সা.) তখন বললেন, ""জ্বরকে গালি দিও না, কারণ এটি আদম সন্তানের গুনাহ মুছে ফেলে যেমন লোহা থেকে ময়লা দূর হয়।""","['muslim_6570', 'muslim_6627', 'muslim_4374', 'muslim_4934', 'muslim_3603']",muslim_3514,"['muslim_3514', 'muslim_5796', 'muslim_3265', 'muslim_5848', 'muslim_6429', 'muslim_857', 'muslim_2410', 'muslim_575', 'muslim_1371', 'muslim_5979']"
C1697,"রাসূলুল্লাহ (সা.) বলেছেন, আমার উম্মতের মধ্যে সেরা হলো আমার যুগের মানুষ, তারপর যারা তাদের পরবর্তী যুগে আসবে। তিনি কিছু লোকের কথা উল্লেখ করেছেন যারা বিশ্বাসঘাতকতা করবে এবং প্রতিশ্রুতি পালন করবে না।","['muslim_6475', 'bukhari_2651', 'bukhari_3650', 'bukhari_6428', 'bukhari_6695']",bukhari_6791,"['bukhari_6791', 'muslim_2410', 'muslim_471', 'muslim_3514', 'muslim_7440', 'muslim_6531', 'muslim_6736', 'bukhari_5864', 'muslim_495', 'muslim_5962']"
C1698,"আবু হুরাইরা মক্কায় শুক্রবারের নামাজে দুইটি সূরা পড়েছিলেন। তিনি বললেন, তিনি নবী মুহাম্মদ (সা.)-কে এই সূরাগুলি পড়তে শুনেছেন।","['muslim_2026', 'muslim_2027', 'muslim_2035', 'muslim_2031', 'muslim_2028']",muslim_1832,"['muslim_1832', 'bukhari_3994', 'muslim_5159', 'muslim_3731', 'bukhari_2944', 'bukhari_2290', 'muslim_3208', 'muslim_3639', 'muslim_2140', 'muslim_5921']"
C1700,"নবী সাল্লাল্লাহু আলাইহি ওয়াসাল্লাম হিজামা করেছেন এবং যাকে হিজামা করেছেন তাকে উপহার দিয়েছেন। যদি এটি হারাম হত, তাহলে তিনি তাকে উপহার দিতেন না।","['bukhari_2103', 'bukhari_2279', 'muslim_4042', 'muslim_5749', 'muslim_4041']",muslim_3208,"['muslim_3208', 'muslim_5917', 'muslim_3981', 'muslim_3639', 'muslim_6292', 'muslim_789', 'bukhari_3994', 'muslim_2752', 'muslim_4850', 'muslim_913']"
C1705,"আমি শুনেছি, যখন একজন ব্যক্তি অসুস্থ ছিলেন, তখন রাসূলুল্লাহ (সা.) এবং আবু বকর (রা.) তার খোঁজে আসেন। তারা তাকে দেখে পানির সাহায্যে তাওয়াজ্জুহ করেন।","['muslim_4145', 'bukhari_5651', 'bukhari_6723', 'bukhari_7309', 'muslim_4147']",bukhari_3994,"['bukhari_3994', 'muslim_3731', 'bukhari_5084', 'bukhari_6145', 'muslim_1832', 'muslim_6970', 'bukhari_7386', 'bukhari_2944', 'muslim_2140', 'muslim_3208']"
C1708,"আমি শুনেছি যে, নবী মুহাম্মদ (সা.) বলেছেন, একজন মুসলিম নারীকে তার স্বামীর মৃত্যুর পর তিন দিনের বেশি শোক পালন করা উচিত নয়, তবে স্বামী মারা গেলে চার মাস এবং দশ দিন শোক পালন করা যাবে।","['muslim_3728', 'muslim_3725', 'muslim_3726', 'muslim_3727', 'bukhari_1281']",bukhari_5406,"['bukhari_5406', 'bukhari_5838', 'bukhari_5860', 'bukhari_5764', 'bukhari_1011', 'bukhari_5984', 'bukhari_297', 'bukhari_1740', 'bukhari_4455', 'bukhari_4456']"
C1710,"নবী সাল্লাল্লাহু আলাইহি ওয়াসাল্লাম বলেছেন, যে আমাদের বিরুদ্ধে অস্ত্র তুলে সে আমাদের দলের নয়।","['muslim_282', 'bukhari_6874', 'bukhari_7071', 'bukhari_7070', 'muslim_280']",muslim_5919,"['muslim_5919', 'muslim_1849', 'muslim_5118', 'muslim_3332', 'muslim_1566', 'muslim_933', 'muslim_2506', 'muslim_4009', 'muslim_6816', 'muslim_5395']"
C1711,"আম্মা আতিয়া বলেছেন, আমরা মৃতের জানাজার পিছনে যাওয়া থেকে বিরত থাকার জন্য বলা হয়েছিল, কিন্তু আমাদের উপর এটি বাধ্যতামূলক করা হয়নি।","['muslim_2167', 'bukhari_1278', 'muslim_2166', 'bukhari_313', 'bukhari_5341']",muslim_495,"['muslim_495', 'bukhari_4751', 'muslim_4249', 'muslim_3265', 'muslim_3834', 'bukhari_6289', 'muslim_6531', 'bukhari_5257', 'bukhari_1073', 'muslim_7442']"
C1712,"আমি শুনেছি যে, নবী মুহাম্মদ (সা.) বলেছেন, ""মুহাম্মদ এবং তাঁর পরিবারে সালাত পাঠাও যেমন তুমি ইব্রাহিমের উপর সালাত পাঠাও।""","['muslim_911', 'muslim_907', 'muslim_908', 'bukhari_4798', 'bukhari_4797']",muslim_3265,"['muslim_3265', 'muslim_495', 'muslim_575', 'muslim_5979', 'muslim_5848', 'muslim_3514', 'muslim_6970', 'muslim_2410', 'muslim_6162', 'bukhari_5984']"
C1714,"যখন আল্লাহ বলেন যে, যারা খারাপ কাজ করবে তাদের জন্য শাস্তি আছে, তখন মুসলিমরা এই বিষয়ে নবী (সা.)-এর কাছে অভিযোগ করেছিল। নবী (সা.) বলেছেন, আমাদের উচিত চেষ্টা করা এবং সঠিক পথে চলা, কারণ একজন মুমিনের জন্য যা কিছু ঘটে, তা তার জন্য পাপ মাফের কারণ হয়, এমনকি যদি একটি কাঁটা তার শরীরে বিঁধে।","['muslim_6569', 'muslim_6566', 'muslim_6567', 'muslim_327', 'muslim_6565']",muslim_2762,"['muslim_2762', 'muslim_848', 'muslim_5118', 'muslim_1148', 'muslim_4866', 'muslim_1849', 'muslim_5796', 'muslim_3357', 'muslim_7307', 'muslim_6996']"
